0.00000000 0.00000000 0.00000016 0.00000056 48.00000000
1.40000000 0.00000000 -0.00000000 10.34468808 0.03000000
1.41145849 0.13901653 -1.00506597 10.20460600 0.03000000
1.40742778 0.27995479 -1.97601342 9.93409031 0.03000000
1.38631914 0.42053531 -2.89979110 9.55933014 0.03000000
1.34720521 0.55803067 -3.77376603 9.11067714 0.03000000
1.28998327 0.68951042 -4.60493983 8.61523646 0.03000000
1.21543353 0.81212672 -5.40597639 8.09061542 0.03000000
1.12516390 0.92339815 -6.18916647 7.54152116 0.03000000
1.02144949 1.02144949 -6.96008600 6.96008600 0.03000000
0.90699081 1.10517149 -7.71286501 6.32978473 0.03000000
0.78462667 1.17427679 -8.42862662 5.63182825 0.03000000
0.65704452 1.22924384 -9.07784063 4.85220691 0.03000000
0.52653067 1.27115748 -9.62622622 3.98731346 0.03000000
0.39479681 1.30147065 -10.04270055 3.04641991 0.03000000
0.26290712 1.32172332 -10.30705373 2.05020046 0.03000000
0.13131481 1.33326168 -10.41488360 1.02577650 0.03000000
0.00000000 1.33700000 -10.37804483 0.00000000 0.03000000
-0.13131481 1.33326168 -10.22033610 -1.00661525 0.03000000
-0.26290712 1.32172332 -9.96986096 -1.98312865 0.03000000
-0.39479681 1.30147065 -9.65072855 -2.92751650 0.03000000
-0.52653067 1.27115748 -9.27694123 -3.84263488 0.03000000
-0.65704452 1.22924384 -8.85036990 -4.73062127 0.03000000
-0.78462667 1.17427679 -8.36310852 -5.58805046 0.03000000
-0.90699081 1.10517149 -7.80294505 -6.40371151 0.03000000
-1.02144949 1.02144949 -7.15977093 -7.15977093 0.03000000
-1.12516390 0.92339815 -6.43069557 -7.83582522 0.03000000
-1.21543353 0.81212672 -5.62230389 -8.41437241 0.03000000
-1.28998327 0.68951042 -4.74956239 -8.88580624 0.03000000
-1.34720521 0.55803067 -3.83197788 -9.25121297 0.03000000
-1.38631914 0.42053531 -2.88844417 -9.52192434 0.03000000
-1.40742778 0.27995479 -1.93258342 -9.71575295 0.03000000
-1.41145849 0.13901653 -0.97022494 -9.85085918 0.03000000
-1.40000000 0.00000000 -0.00000000 -9.93901404 0.03000000
-1.37505874 -0.13543147 0.98298268 -9.98039063 0.03000000
-1.33877100 -0.26629811 1.98151864 -9.96176690 0.03000000
-1.29311380 -0.39226178 2.99073004 -9.85911567 0.03000000
-1.23965748 -0.51348294 3.99474459 -9.64416656 0.03000000
-1.17939627 -0.63040044 4.96724704 -9.29306559 0.03000000
-1.11268139 -0.74346993 5.87617214 -8.79431309 0.03000000
-1.03926537 -0.85290305 6.69117852 -8.15322462 0.03000000
-0.95844949 -0.95844949 7.39133626 -7.39133626 0.03000000
-0.86931039 -1.05925777 7.97026123 -6.54102435 0.03000000
-0.77096998 -1.15383812 8.43685392 -5.63732556 0.03000000
-0.66286634 -1.24013570 8.81141866 -4.70980139 0.03000000
-0.54498294 -1.31570521 9.11853748 -3.77702189 0.03000000
-0.41800029 -1.37796229 9.37904507 -2.84510222 0.03000000
-0.28334579 -1.42447546 9.60355200 -1.91026526 0.03000000
-0.14313318 -1.45325556 9.78930544 -0.96416243 0.03000000
-0.00000000 -1.46300000 9.92108300 -0.00000000 0.03000000
0.14313318 -1.45325556 9.97564813 0.98251558 0.03000000
0.28334579 -1.42447546 9.92835576 1.97487275 0.03000000
0.41800029 -1.37796229 9.75998243 2.96065830 0.03000000
0.54498294 -1.31570521 9.46185843 3.91923009 0.03000000
0.66286634 -1.24013570 9.03788826 4.83085192 0.03000000
0.77096998 -1.15383812 8.50294975 5.68148938 0.03000000
0.86931039 -1.05925777 7.87824963 6.46551238 0.03000000
0.95844949 -0.95844949 7.18519300 7.18519300 0.03000000
1.03926537 -0.85290305 6.43986600 7.84699942 0.03000000
1.11268139 -0.74346993 5.65007664 8.45593726 0.03000000
1.17939627 -0.63040044 4.81599606 9.01009490 0.03000000
1.23965748 -0.51348294 3.93406014 9.49766135 0.03000000
1.29311380 -0.39226178 3.00247879 9.89784609 0.03000000
1.33877100 -0.26629811 2.02604833 10.18563281 0.03000000
1.37505874 -0.13543147 1.01828183 10.33878896 0.03000000
2.28226602 0.25206675 -0.88418009 8.00555473 0.02400000
2.24922429 0.47511497 -1.65226753 7.82193888 0.02400000
2.18629424 0.69154052 -2.39174860 7.56147483 0.02400000
2.09528468 0.89706791 -3.10107043 7.24318118 0.02400000
1.97918213 1.08817865 -3.78473510 6.88368592 0.02400000
1.84180526 1.26241095 -4.45022409 6.49269251 0.02400000
1.68736749 1.41850800 -5.10331083 6.07057609 0.02400000
1.52001249 1.55639340 -5.74321781 5.60896934 0.02400000
1.34339113 1.67697833 -6.35932968 5.09432171 0.02400000
1.16034121 1.78183108 -6.93088574 4.51344263 0.02400000
0.97271576 1.87276017 -7.43022329 3.85927438 0.02400000
0.78138226 1.95137580 -7.82892292 3.13490690 0.02400000
0.58638902 2.01869771 -8.10503900 2.35434253 0.02400000
0.38726945 2.07487041 -8.24900108 1.53965573 0.02400000
0.18343345 2.11903053 -8.26609747 0.71555305 0.02400000
-0.02541772 2.14934815 -8.17464208 -0.09667153 0.02400000
-0.23892049 2.16323698 -8.00048104 -0.88361973 0.02400000
-0.45578252 2.15770323 -7.76974124 -1.64124156 0.02400000
-0.67366502 2.12978115 -7.50217526 -2.37299173 0.02400000
-0.88923547 2.07699044 -7.20704401 -3.08559879 0.02400000
-1.09838580 1.99774692 -6.88248437 -3.78407447 0.02400000
-1.29658574 1.89166486 -6.51816589 -4.46768406 0.02400000
-1.47932000 1.75970560 -6.10011858 -5.12814612 0.02400000
-1.64254475 1.60415005 -5.61612755 -5.75054735 0.02400000
-1.78309542 1.42839925 -5.06009432 -6.31660304 0.02400000
-1.89898512 1.23663276 -4.43419370 -6.80919033 0.02400000
-1.98954876 1.03337602 -3.74836870 -7.21669766 0.02400000
-2.05541167 0.82304096 -3.01751781 -7.53576264 0.02400000
-2.09828730 0.60950811 -2.25743361 -7.77142120 0.02400000
-2.12063482 0.39581127 -1.48095083 -7.93447829 0.02400000
-2.12522817 0.18396995 -0.69570758 -8.03684182 0.02400000
-2.11470173 -0.02500800 0.09562744 -8.08635308 0.02400000
-2.09114081 -0.23095777 0.89273163 -8.08298218 0.02400000
-2.05577870 -0.43425249 1.69366464 -8.01791538 0.02400000
-2.00884539 -0.63541217 2.49125628 -7.87606674 0.02400000
-1.94959010 -0.83469073 3.27149567 -7.64124401 0.02400000
-1.87647345 -1.03170816 4.01480733 -7.30214188 0.02400000
-1.78749903 -1.22518835 4.69993181 -6.85700573 0.02400000
-1.68063335 -1.41284686 5.30907677 -6.31534225 0.02400000
-1.55424919 -1.59144953 5.83251136 -5.69617563 0.02400000
-1.40752458 -1.75703722 6.27099187 -5.02355619 0.02400000
-1.24073570 -1.90528563 6.63516876 -4.32086961 0.02400000
-1.05539867 -2.03194876 6.94210289 -3.60574357 0.02400000
-0.85423785 -2.13332087 7.20988285 -2.88702695 0.02400000
-0.64098485 -2.20664883 7.45185865 -2.16460744 0.02400000
-0.42003789 -2.25043361 7.67209575 -1.43197777 0.02400000
-0.19603256 -2.26457592 7.86332351 -0.68068701 0.02400000
0.02661208 -2.25034422 8.00800216 0.09470088 0.02400000
0.24410403 -2.21016985 8.08231294 0.89265772 0.02400000
0.45358494 -2.14729977 8.06207316 1.70299231 0.02400000
0.65328767 -2.06535849 7.92898910 2.50799600 0.02400000
0.84252317 -1.96788435 7.67546816 3.28614828 0.02400000
1.02150101 -1.85790866 7.30653593 4.01722323 0.02400000
1.19101357 -1.73763944 6.83823499 4.68706596 0.02400000
1.35203486 -1.60829524 6.29301874 5.29031022 0.02400000
1.50529818 -1.47011164 5.69370849 5.82998516 0.02400000
1.65092012 -1.32251646 5.05810746 6.31412281 0.02400000
1.78813159 -1.16444415 4.39608072 6.75066366 0.02400000
1.91516017 -0.99473842 3.70990040 7.14263502 0.02400000
2.02928499 -0.81257915 2.99736589 7.48543648 0.02400000
2.12705924 -0.61786575 2.25620741 7.76719990 0.02400000
2.20466920 -0.41149608 1.48795666 7.97201336 0.02400000
2.25837828 -0.19549606 0.69985905 8.08479973 0.02400000
2.28499063 0.02702180 -0.09574335 8.09615430 0.02400000
3.18796375 0.71289061 -1.46205084 6.53812102 0.01800000
3.06482239 1.00944508 -2.08898485 6.34246247 0.01800000
2.91250382 1.28791267 -2.69293539 6.08984198 0.01800000
2.73664171 1.54706109 -3.27457753 5.79249618 0.01800000
2.54233877 1.78712182 -3.83660432 5.45790879 0.01800000
2.33364392 2.00938235 -4.38012801 5.08696569 0.01800000
2.11322796 2.21562645 -4.90118070 4.67466531 0.01800000
1.88230278 2.40751120 -5.38880384 4.21321423 0.01800000
1.64079130 2.58597929 -5.82574546 3.69640719 0.01800000
1.38771738 2.75079994 -6.19182237 3.12363665 0.01800000
1.12175109 2.90031233 -6.46893671 2.50198460 0.01800000
0.84182129 3.03141473 -6.64603966 1.84559955 0.01800000
0.54769729 3.13980487 -6.72232099 1.17261969 0.01800000
0.24044629 3.22043889 -6.70754723 0.50080281 0.01800000
-0.07730749 3.26814265 -6.61946045 -0.15658247 0.01800000
-0.40136546 3.27828552 -6.47908102 -0.79324370 0.01800000
-0.72618552 3.24741704 -6.30532883 -1.40999398 0.01800000
-1.04532919 3.17377175 -6.11047530 -2.01257641 0.01800000
-1.35205979 3.05756703 -5.89761286 -2.60793144 0.01800000
-1.64000315 2.90104965 -5.66072320 -3.20008446 0.01800000
-1.90377211 2.70828412 -5.38721860 -3.78691307 0.01800000
-2.13946165 2.48471460 -5.06219040 -4.35879526 0.01800000
-2.34494051 2.23656558 -4.67316672 -4.89960950 0.01800000
-2.51989615 1.97017049 -4.21405709 -5.38988188 0.01800000
-2.66562702 1.69132739 -3.68718730 -5.81121439 0.01800000
-2.78461474 1.40477619 -3.10287501 -6.15066766 0.01800000
-2.87994189 1.11387243 -2.47674581 -6.40368127 0.01800000
-2.95464482 0.82050235 -1.82573109 -6.57449293 0.01800000
-3.01110071 0.52524656 -1.16415899 -6.67381803 0.01800000
-3.05054292 0.22776142 -0.50132444 -6.71453374 0.01800000
-3.07277925 -0.07268619 0.15865066 -6.70689222 0.01800000
-3.07615680 -0.37661854 0.81478174 -6.65500012 0.01800000
-3.05777992 -0.68377898 1.46600706 -6.55581277 0.01800000
-3.01394877 -0.99268909 2.10823380 -6.40090509 0.01800000
-2.94075292 -1.30040445 2.73290866 -6.18023808 0.01800000
